ChargeType,ChargeLevel,EffectiveDate,InactiveDate,ShortDescription,Statute,LongDescription,ChargeCode
M,A,19860813,99991231,FAIL TO MAINT REC/SALVAGE,301225,BUSINESS SALVAGING VEHICLES FAILED TO MAINTAIN RECORDS/OPEN RECORDS FOR INSPECTION,301.225-002N198654
M,A,19860813,99991231,FAIL TO MAINT REC/REBUILD,301225,BUSINESS REBUILDING VEHICLES FAILED TO MAINTAIN RECORDS/OPEN RECORDS FOR INSPECTION,301.225-003N198654
M,A,19860813,99991231,FAIL TO MAINT REC/SCRAP,301225,SCRAP METAL PROCESSOR FAILED TO MAINTAIN RECORDS/OPEN RECORDS FOR INSPECTION,301.225-004N198654
M,A,19860813,99991231,OBT SCRAP W/O VEH TITLE,301227,SCRAP METAL OPERATOR ACQUIRED MOTOR VEHICLE/PARTS WITHOUT RECEIVING TITLE,301.227-001N198654
M,A,19860813,99991231,SCRAP OPR VIO TITLE REQ,301227,SCRAP METAL OPERATOR FAILED TO FORWARD TITLE TO DEPARTMENT OF REVENUE WITHIN 10 DAYS,301.227-002N198654
M,A,19860813,99991231,SCRAP OPR FAIL KEEP REC,301227,SCRAP METAL OPERATOR FAILED TO MAINTAIN PROPER RECORDS,301.227-003N198654
M,A,19930828,99991231,OPER VEH FOR HIRE/UNDER HUNT PMT,301266,OPERATE VEHICLE FOR HIRE/CARRY LOAD WHILE OPERATING UNDER HUNTER'S PERMIT,301.266-001N199354
I,,20090828,99991231,NO RECIPROCAL AGRMNT-COMM MTR VEH,301271,FAILED TO REGISTER NONRESIDENT COMMERCIAL MOTOR VEHICLE (NO RECIPROCAL AGREEMENT),301.271-001N200954
I,,20090828,99991231,OPERATE COMM VEH W REVOKED REG,301277,OPERATED COMMERCIAL MOTOR VEHICLE WHILE REGISTRATION REVOKED BY MISSOURI HIGHWAY RECIPROCITY COMMISSION FOR FAILURE TO PAY FEES,301.277-001N200954
I,,20090828,99991231,RECIPROCAL AGR-FAIL REG COMM VEH,301277,FAILED TO REGISTER NONRESIDENT COMMERCIAL MOTOR VEHICLE (RECIPROCAL AGREEMENT),301.277-002N200954
M,A,20120828,99991231,FALSE STATMNT/OMMISSION SALES REPRT,301280,MAKE A FALSE STATEMENT/OMISSION IN MONTHLY SALES REPORT TO DOR,301.280-001N201254
I,,20090828,99991231,FAIL TO APPLY-DUPLICATE MV PLATES,301300,FAIL TO FILE FOR DUPLICATE MOTOR VEHICLE/TRAILER PLATE/TAB OR CERTIFICATE OF OWNERSHIP WITHIN 5 DAYS OF LOSS/MUTILATION,301.300-001N200954
I,,20090828,99991231,FAIL TO SURRENDER DUPLICATE PLATE,301310,FAILED TO SURRENDER MUTILATED OR WORN PLATE WHEN DUPLICATE ISSUED,301.310-001N200954
I,,20090828,99991231,DISPLAY UNLAWFUL PLATE/PLACARD,301320,DISPLAYED UNLAWFUL PLATE/PLACARD ON MOTOR VEHICLE/TRAILER,301.320-001N200954
I,,20090828,99991231,FL DISPLAY NAME/ADDR-COMM MTR VEH,301330,FAILED TO DISPLAY NAME/ADDRESS ON COMMERCIAL MOTOR VEHICLE,301.330-001N200954
I,,20090828,99991231,FAIL COLLECT FEE-HOMEMADE TRLR,301380,FAILURE TO COLLECT FEE FOR HOMEMADE TRAILER VERIFICATION,301.380-001N200954
F,E,20200828,99991231,SALE/POSSESS EQUIPMENT OR PART WITH ALTERED/MISSING/FALSE IDENTIFICATION NUMBER,301390,SALE/POSSESSION OF EQUIPMENT OR PARTS WITH ALTERED/MISSING/FALSIFIED IDENTIFICATION NUMBERS,301.390-001Y202026
F,D,20200828,99991231,VIOLATE 301.400 RE: REMOVE MANUFACTURER NUMBER/MTR NUMBER/OTHER NUMBER FROM MV,301400,VIOLATE SECTION 301.400 RE REMOVAL OF MANUFACTURER'S NUMBER/MOTOR NUMBER/OTHER DISTINGUISHING NUMBER FROM MOTOR VEHICLE,301.400-001Y202026
F,E,20200828,99991231,REMOVE OR DEFACE MANUFACTURER'S NUMBER ON SPECIAL MOBILE EQUIPMENT,301401,REMOVE OR DEFACE MANUFACTURER'S NUMBER ON SPECIAL MOBILE EQUIPMENT,301.401-001Y202026
F,E,20200828,99991231,BUY/SELL/RECEIVE/POSS SPECIAL MOBILE EQUIPMENT THAT IS DEFACED/ALTERED/DESTROYED,301401,BUY/SELL/RECEIVE/POSSESS SPECIAL MOBILE EQUIPMENT THAT IS DEFACED/ALTERED/DESTROYED,301.401-002Y202026
M,C,20200828,99991231,MADE FALSE STATEMENT-REGISTRATION,301420,MADE FALSE STATEMENT IN OWNERSHIP REGISTRATION/APPLICATION/AGREEMENT,301.420-001N202054
F,E,20200828,99991231,FAIL OF MV DEALER/MFG OR BOAT DEALER/MFG TO OBTAIN LICENSE - SUBS OFF,301559,FAILURE OF MOTOR VEHICLE DEALER/MANUFACTURER OR BOAT DEALER/MANUFACTURER TO OBTAIN LICENSE - SUBSEQUENT OFFENSE,301.559-001Y202073
M,A,20200828,99991231,FAL MTR VH DEL/MNF BT DL LIC-1,301559,FAILURE OF A MOTOR VEHICLE DEALER/MANUFACTURER OR BOAT DEALER/MANUFACTURER TO OBTAIN A LICENSE - 1ST OFFENSE,301.559-002Y202073
M,A,20120828,99991231,FAIL MV DEALER SURNDR LIC/PLATES,301562,FAILURE OF MOTOR VEHICLE DEALER TO SURRENDER LICENSE OR PLATES ON DEMAND,301.562-001N201254
M,B,20200828,99991231,REFUS-SUBP-DOR/BE SWORN/PROD EVID,301563,REFUSAL OF SUBPOENA FROM DEPARTMENT OF REVENUE/REFUSAL TO BE SWORN/PRODUCE EVIDENCE,301.563-001N202073
F,E,20170101,99991231,SALE 6 OR MORE MV IN CALENDAR YEAR WO REGISTERING AS MV DEALER - 2ND OR SUBS CON,301570,SALE OF 6 OR MORE MOTOR VEHICLES IN CALENDAR YEAR WITHOUT REGISTERING AS MOTOR VEHICLE DEALER - 2ND OR SUBSEQUENT CONVICTION,301.570-001Y201754
M,A,20120828,99991231,SALE 6/MORE MV IN YR W/O REG DEALER,301570,SALE OF 6 OR MORE MOTOR VEHICLES IN A CALENDAR YEAR WITHOUT BEING REGISTERED AS MOTOR VEHICLE DEALER,301.570-002Y201254
M,A,20120828,99991231,FAIL SUBMT RPRT TO DOR SPCL MV AUCTION,301580,FAIL TO SUBMIT REQUIRED REPORT TO DOR OF SPECIAL EVENT MOTOR VEHICLE AUCTION SALES,301.580-001N201254
M,A,20030701,99991231,FAIL-NAME LIENHOLDER-TITLE APPL,301620,FAILURE TO NAME LIENHOLDER IN APPLICATION FOR TITLE,301.620-001N200354
F,D,20200828,99991231,KNOW/INTENTIONAL/WO AUTH SEND DOCUMENT RELEASING LIEN OF ANOTHER ON MV/TRAILER,301640,KNOW/INTENTIONALLY AND WITHOUT AUTHORIZATION SEND SEPARATE DOCUMENT RELEASING LIEN OF ANOTHER ON MOTOR VEHICLE/TRAILER,301.640-001Y202054
I,,20200828,99991231,FAIL-OWNERSHIP CERTIFICATE-ATV,301703,FAILURE TO OBTAIN CERTIFICATE OF OWNERSHIP FOR ALL-TERRAIN VEHICLE,301.703-001N202054
I,,20200828,99991231,OPERATE UNREGISTERED ATV,301707,OPERATING UNREGISTERED ALL-TERRAIN VEHICLE,301.707-001N202054
F,E,20170101,99991231,OPERATED VEHICLE ON HWY WITHOUT VALID LICENSE - 3RD AND SUBSEQUENT OFFENSE,302020,OPERATED VEHICLE ON HWY WITHOUT VALID LICENSE - 3RD AND SUBSEQUENT OFFENSE,302.020-001Y201754
F,E,20170101,99991231,OPERATED MOTORCYCLE WHEN DRIVERS LICENSE NOT VALID FOR SUCH OPERATION - 3RD/SUBS,302020,OPERATED MOTORCYCLE WHEN DRIVER'S LICENSE NOT VALIDATED FOR SUCH OPERATION - 3RD AND SUBSEQUENT OFFENSE,302.020-002Y201754
M,D,20170101,99991231,OPERATE VEHICLE ON HIGHWAY WITHOUT A VALID LICENSE - 1ST OFFENSE,302020,OPERATE VEHICLE ON HIGHWAY WITHOUT A VALID LICENSE - 1ST OFFENSE,302.020-003Y201754
M,A,20170101,99991231,OPERATE VEHICLE ON HIGHWAY WITHOUT A VALID LICENSE - 2ND OFFENSE,302020,OPERATE VEHICLE ON HIGHWAY WITHOUT A VALID LICENSE - 2ND OFFENSE,302.020-004Y201754
M,D,20170101,99991231,OPERATE MOTORCYCLE WHEN DRIVERS LICENSE NOT VALID FOR SUCH OPERATION - 1ST OFF,302020,OPERATE MOTORCYCLE WHEN DRIVER'S LICENSE NOT VALIDATED FOR SUCH OPERATION - 1ST OFFENSE,302.020-005Y201754
M,A,20170101,99991231,OPERATE MOTORCYCLE WHEN DRIVERS LICENSE NOT VALID FOR SUCH OPERATION - 2ND OFF,302020,OPERATE MOTORCYCLE WHEN DRIVER'S LICENSE NOT VALIDATED FOR SUCH OPERATION - 2ND OFFENSE,302.020-006Y201754
M,U,20160415,99991231,PERMIT UNVALIDATED LICENSEE TO OPERATE MOTORCYCLE - 1ST OFFENSE,302020,PERMIT UNVALIDATED LICENSEE TO OPERATE MOTORCYCLE - 1ST OFFENSE,302.020-007N201654
M,U,20160415,99991231,OPERATE VEHICLE WITH AN INSTRUCTION PERMIT OR LICENSE ISSUED TO ANOTHER 1ST OFF,302020,OPERATE VEHICLE WITH AN INSTRUCTION PERMIT OR LICENSE ISSUED TO ANOTHER - 1ST OFFENSE,302.020-008N201654
M,D,20200828,99991231,OPERATE VEHICLE WITH AN INSTRUCTION PERMIT/LICENSE ISSUED TO ANOTHER - 1ST OFF,302020,OPERATE VEHICLE WITH AN INSTRUCTION PERMIT OR LICENSE ISSUED TO ANOTHER - 1ST OFFENSE,302.020-008Y202054
M,C,20110828,99991231,PRMT INVLD LCNSE OP CYCL-2ND/SUB,302020,PERMIT UNVALIDATED LICENSEE TO OPERATE MOTORCYCLE - 2ND OR SUBSEQUENT OFFENSE,302.020-009N201154
M,C,20110828,99991231,OP MV W ATHRS PMT/DL-2ND/SUB OF,302020,OPERATE VEHICLE WITH AN INSTRUCTION PERMIT OR LICENSE ISSUED TO ANOTHER - 2ND OR SUBSEQUENT OFFENSE,302.020-010N201154
I,,19950828,99991231,FAIL WEAR PROT GEAR-MOTORCYCLE,302020,FAIL TO WEAR PROTECTIVE/APPROVED HEADGEAR WHEN ON MOTORCYCLE IN MOTION,302.020-011N199554
F,D,20200828,99991231,ACCESS OR DISCLOSE RESTRICTED DRIVERS LICENSE INFORMATION OR DATA - 3RD/SUBS OFF,302170,ACCESS OR DISCLOSE RESTRICTED DRIVERS LICENSE INFORMATION OR DATA - 3RD/SUBSEQUENT OFFENSE,302.170-001Y202073
F,E,20200828,99991231,ACCESS OR DISCLOSE RESTRICTED DRIVERS LICENSE INFORMATION OR DATA - 2ND OFFENSE,302170,ACCESS OR DISCLOSE RESTRICTED DRIVERS LICENSE INFORMATION OR DATA - 2ND OFFENSE,302.170-002Y202073
M,A,20200828,99991231,ACCESS OR DISCLOSE RESTRICTED DRIVERS LICENSE INFORMATION OR DATA - 1ST OFFENSE,302170,ACCESS OR DISCLOSE RESTRICTED DRIVERS LICENSE INFORMATION OR DATA - 1ST OFFENSE,302.170-003Y202073
M,A,20140101,99991231,FAIL TO COMPLY WITH CONDITION OF RESTRICTED DRIVERS LICENSE FOR VISION,302175,FAILURE TO COMPLY WITH CONDITION OF RESTRICTED DRIVERS LICENSE (FOR VISION),302.175-001N201454
I,,20060828,99991231,VIO INT LIC/TEMP PERMIT,302178,VIOLATE PROVISIONS OF SECTIONS 302.130 OR 302.178 REGARDING INTERMEDIATE DRIVER'S LICENSE OR TEMPORARY INSTRUCTION PERMIT,302.178-001N200654
M,U,20151231,99991231,OPR VEH W/O NEW LICENSE,302200,OPERATED MOTOR VEHICLE WITHOUT OBTAINING NEW DRIVER'S LICENSE AFTER BEING REVOKED/SUSPENDED,302.200-001Y201554
M,A,20151231,99991231,POSS SUS/REV LIC,302220,"DISPLAY OR POSSESS FICTITIOUS, CANCELED, SUSPENDED, REVOKED OR ALTERED DRIVER'S LICENSE",302.220-001Y201554
M,U,19790101,99991231,DISPL DRI LIC OF OTHER,302220,REPRESENTED THE DRIVER'S LICENSE OF ANOTHER PERSON TO BE HIS/HERS,302.220-002N197954
M,U,19750101,99991231,LOANED DRI LIC TO OTHER,302220,LOANED DRIVER'S LICENSE TO ANOTHER PERSON,302.220-003N197554
M,U,19750101,99991231,FRAUD IN DRI LIC APPLIC,302220,PROVIDED FRAUDULENT INFORMATION IN APPLICATION FOR DRIVER'S LICENSE,302.220-004N197554
M,A,20040709,99991231,FALSE STMT/AFFIDAVIT-DR LIC/OTHER,302230,MADE FALSE STATEMENT/AFFIDAVIT OR KNOWINGLY SWORE/AFFIRMED FALSELY TO ANY MATTER REQUIRED BY SECTIONS 302.010-302.540,302.230-001Y200454
M,A,20200828,99991231,COM/ASST ANTHR-FRAUD IN APPLC,302233,COMMITS/ASSISTS ANOTHER IN COMMITTING FRAUD/DECEPTION DURING LICENSE EXAMINATION,302.233-001Y202026
M,A,20200828,99991231,KNWLY CONCL/PROV FLS APPLC INF,302233,KNOWINGLY CONCEAL/PROVIDE FALSE INFORMATION/COMMIT FRAUD IN APPLICATION FOR LICENSE/PERMIT,302.233-002Y202026
M,U,19750101,99991231,LET CHILD UNDER 16 DRIVE,302250,CAUSED OR KNOWINGLY PERMITTED CHILD OR WARD UNDER AGE 16 TO DRIVE MOTOR VEHICLE,302.250-001N197554
M,U,19750101,99991231,LET UNAUTH PERSON DRIVE,302260,AUTHORIZE/KNOWINGLY PERMIT PERSON TO DRIVE MOTOR VEHICLE WHO HAD NO LEGAL RIGHT,302.260-001N197554
M,A,20151231,99991231,OP SCHOOL BUS W/O VALID ENDORSEMENT,302272,OPERATE SCHOOL BUS WITHOUT A VALID SCHOOL BUS ENDORSEMENT,302.272-001Y201554
I,,19970828,99991231,DOR-BUS DRIVER FAIL TEST,302275,KNOWINGLY FAIL TO PROVIDE DEPARTMENT OF REVENUE WITHIN 10 DAYS THE NOTIFICATION REQUIREMENTS OF A BUS DRIVER WHO FAILED TO PASS DRUG/ALCOHOL TEST,302.275-001N199754
M,A,20151231,99991231,OPR SCHOOL BUS W/ENDORSEMENT SUSP,302276,OPERATED SCHOOL BUS WHILE ENDORSEMENT SUSPENDED (SUSPENDED FOR FAILURE TO PASS DRUG/ALCOHOL/CHEMICAL TEST),302.276-001Y201554
M,A,20200828,99991231,VIOLATE CONFID DRIVR FALSE RPT,302291,KNOWINGLY VIOLATES CONFIDENTIALITY PROVISION RELATED TO INCOMPETENT/UNQUALIFIED DRIVER/FILES FALSE REPORT,302.291-001Y202073
M,C,19750101,99991231,VIOL RESTRICTION ON LIC,302301,FAILED TO COMPLY WITH CONDITIONS OF RESTRICTED DRIVERS LICENSE (FOR PHYSICAL INFIRMITY),302.301-001N197554
M,A,20151231,99991231,DWR/DWS FOR VIOL SEC 302.304.17,302304,OPERATE MOTOR VEHICLE WHILE LICENSE REVOKED/SUSPENDED FOR FAILURE TO MAINTAIN PROOF OF IGNITION INTERLOCK DEVICE DUE TO POINT VIOLATION,302.304-001Y201554
M,D,20200828,99991231,DRIVING WHILE REVOKED/SUSPENDED - 1ST OFFENSE,302321,DRIVING WHILE REVOKED/SUSPENDED - 1ST OFFENSE,302.321-003Y202054
M,A,20200828,99991231,DRIVING WHILE REVOKED/SUSPENDED - 2ND OR 3RD OFFENSE,302321,DRIVING WHILE REVOKED/SUSPENDED - 2ND OR 3RD OFFENSE,302.321-004Y202054
F,E,20200828,99991231,DRIVING WHILE REVOKED/SUSPENDED,302321,DRIVING WHILE REVOKED/SUSPENDED,302.321-005Y202054
M,A,20200828,99991231,FAILURE TO MAINTAIN PROOF WITH DOR - IGNITION INTERLOCK DEVICE,302574,FAILURE TO MAINTAIN PROOF WITH DOR - IGNITION INTERLOCK DEVICE,302.574-001Y202054
M,A,20200828,99991231,FAILURE TO MAINTAIN PROOF WITH DOR -FINANCIAL RESPONSIBILITY,302574,FAILURE TO MAINTAIN PROOF WITH DOR -FINANCIAL RESPONSIBILITY,302.574-002Y202054
M,D,20200828,99991231,REFUSE TO FURNISH REQUIRED ALCOHOL/DRUG RELATED RECORDS TO HWY PATROL/DOR,302592,WILLFULLY REFUSE TO FURNISH REQUIRED ALCOHOL/DRUG RELATED RECORDS TO HWY PATROL/DOR,302.592-001N202050
M,A,20151231,99991231,DR CMV W/O CDL IN POSSESSION,302725,DRIVE COMMERCIAL MOTOR VEHICLE WITHOUT COMMERCIAL DRIVER'S LICENSE IN POSSESSION,302.725-001Y201554
M,A,20151231,99991231,DR CMV W/O PROPER LIC/ENDORSEMENT,302725,DRIVE COMMERCIAL MOTOR VEHICLE WITHOUT PROPER CLASS OF LICENSE/ENDORSEMENT,302.725-002Y201554
M,A,20151231,99991231,DR CMV W/O COMM MV DRIVER LICENSE,302725,DRIVE COMMERCIAL MOTOR VEHICLE WITHOUT COMMERCIAL MOTOR VEHICLE DRIVER'S LICENSE,302.725-003Y201554
M,A,20151231,99991231,VIOL OPR LIC RESTRIC W OPR CMV,302725,VIOLATE OPERATOR'S LICENSE RESTRICTION WHILE OPERATING A COMMERCIAL MOTOR VEHICLE,302.725-004Y201554
F,E,20200828,99991231,DRIVE COMM MTR VEH WHILE REVOKED-4TH/SUBSEQUENT OFFENSE,302727,DRIVE COMMERCIAL MOTOR VEHICLE WHILE REVOKED-4TH/SUBSEQUENT OFFENSE,302.727-001Y202054
F,E,20200828,99991231,DRIVE COMM MTR VEH WHILE REVOKED-2ND/3RD OFFENSE,302727,DRIVE COMMERCIAL MOTOR VEHICLE WHILE REVOKED - 2ND/3RD OFFENSE,302.727-002Y202054
M,A,20151231,99991231,DR CMV-DR DISQUALIFIED-OP CMV,302727,DRIVE COMMERCIAL MOTOR VEHICLE WHILE DRIVER IS DISQUALIFIED FROM OPERATING A COMMERCIAL MOTOR VEHICLE,302.727-003Y201554
M,A,20151231,99991231,DR CMV-CDL-REV/SUSP/CANC,302727,DRIVE COMMERCIAL MOTOR VEHICLE WHILE COMMERCIAL DRIVER'S LICENSE IS REVOKED/SUSPENDED/CANCELLED,302.727-004Y201554
M,A,19950828,99991231,OUT SER ORD HAZ MAT-1ST OFFENSE,302755,VIOLATED AN OUT-OF-SERVICE ORDER WHILE TRANSPORTING HAZARDOUS MATERIALS - 1ST OFFENSE,302.755-001N199554
M,A,19950828,99991231,OUT SER ORD HAZ MAT 2ND OFFENSE,302755,VIOLATED AN OUT-OF-SERVICE ORDER WHILE TRANSPORTING HAZARDOUS MATERIALS - 2ND OR SUBSEQUENT OFFENSE,302.755-002N199554
M,A,20050930,99991231,VIO OOS-OP MV-MORE 16 PSGR-1ST OFF,302755,VIOLATE OUT-OF-SERVICE ORDER WHILE OPERATING MOTOR VEHICLE DESIGNED TO TRANSPORT MORE THAN 16 PASSENGERS INCLUDING DRIVER - 1ST OFFENSE,302.755-003N200554
M,A,20050930,99991231,VIO OOS-OP MV-MORE 16 PSGR-2ND/SUB,302755,VIOLATE OUT-OF-SERVICE ORDER WHILE OPERATING MOTOR VEHICLE DESIGNED TO TRANSPORT MORE THAN 16 PASSENGERS INCLUDING DRIVER - 2ND OR SUBSEQUENT OFFENSE,302.755-004N200554
M,A,20050930,99991231,OP CMV-ISSUANCE TIL EXPIRES-1ST OFFENSE,302755,OPERATE COMMERCIAL MOTOR VEHICLE BEGINNING AT ISSUANCE OF ORDER UNTIL IT EXPIRES - 1ST OFFENSE,302.755-005N200554
M,A,20050930,99991231,OP CMV-ISSUANCE TIL EXP-2ND OFFS,302755,OPERATE COMMERCIAL MOTOR VEHICLE BEGINNING AT ISSUANCE OF ORDER UNTIL IT EXPIRES - 2ND OFFENSE,302.755-006N200554
M,A,20050930,99991231,OP CMV-ISSUANCE TIL EXP-3RD/SUB OFF,302755,OPERATE COMMERCIAL MOTOR VEHICLE BEGINNING AT ISSUANCE OF ORDER UNTIL IT EXPIRES - 3RD OR SUBSEQUENT OFFENSE,302.755-007N200554
M,B,20200828,99991231,DRIVE COMM VEHICLE WITH WILLFUL/WANTON DISREGARD FOR SAFETY,302780,DRIVE COMMERCIAL VEHICLE WITH WILLFUL/WANTON DISREGARD FOR SAFETY,302.780-001N202054
M,B,20200828,99991231,DRIVE COMM MOTOR VEHICLE UNDER INFLUENCE OF CONTROLLED SUBSTANCE,302780,DRIVE COMMERCIAL MOTOR VEHICLE UNDER INFLUENCE OF CONTROLLED SUBSTANCE,302.780-003N202054
F,E,20200828,99991231,PRODUCE/MFG/SELL/DIST FALSE DOCUMENT/COPY/MOBILE IMAGE AS INSURANCE ID CARD,303024,PRODUCE/MANUFACTURE/SELL/DISTRIBUTE FRAUDULENT DOCUMENT/PHOTOCOPY/MOBILE IMAGE AS INSURANCE IDENTIFICATION CARD,303.024-001Y202026
M,B,20200828,99991231,POSS FRAUDLNT DOC/COPY/MOBILE IMAGE AS INS ID CARD,303024,POSSESS FRAUDULENT DOCUMENT/PHOTOCOPY/MOBILE IMAGE AS INSURANCE IDENTIFICATION CARD,303.024-002N202026
M,D,20170101,99991231,OPER MV OF ANOTHER KNOWING OWNER NOT MAINTAINED FINANCIAL RESPONSIBILITY-1ST OFF,303025,OPERATE MOTOR VEHICLE OWNED BY ANOTHER KNOWING OWNER OF VEHICLE HAS NOT MAINTAINED FINANCIAL RESPONSIBILITY - 1ST OFFENSE,303.025-002N201754
M,D,20170101,99991231,OWNR OPR MV WTHT MAINTNG FNCL RSPNBLTY (MV RQRD TO BE REGD) - 1ST OFFENSE,303025,OWNER OPERATE MOTOR VEHICLE WITHOUT MAINTAINING FINANCIAL RESPONSIBILITY (MOTOR VEHICLE REQUIRED TO BE REGISTERED) - 1ST OFFENSE,303.025-003N201754
M,U,20170101,99991231,OWNR OPR MV WTHT MAINTNG FNCL RSPNBLTY (MV RQRD TO BE REGD) - 2ND/SUB OFFENSE,303025,OWNER OPERATE MOTOR VEHICLE WITHOUT MAINTAINING FINANCIAL RESPONSIBILITY (MOTOR VEHICLE REQUIRED TO BE REGISTERED) - 2ND/SUBS OFFENSE,303.025-004N201754
M,D,20170101,99991231,PERMIT ANTHR TO OPR MV WTHT FNCL RSPNBLTY  (MV RQRD TO BE REGD) - 1ST OFFENSE,303025,PERMIT ANOTHER TO OPERATE MOTOR VEHICLE WITHOUT FINANCIAL RESPONSIBILITY  (MOTOR VEHICLE REQUIRED TO BE REGISTERED) - 1ST OFFENSE,303.025-005N201754
M,U,20170101,99991231,PERMIT ATHR TO OPR MV WTHT FNCL RSPNBLTY  (MV RQRD TO BE REGD) - 2ND/SUB OFFENSE,303025,PERMIT ANOTHER TO OPERATE MOTOR VEHICLE WITHOUT FINANCIAL RESPONSIBILITY  (MOTOR VEHICLE REQUIRED TO BE REGISTERED) - 2ND/SUBS OFFENSE,303.025-006N201754
M,U,20170101,99991231,OPER MV OF ANOTHER KNOWING OWNER NOT MAINTAIN FINANCIAL RESPONSIBILITY 2ND/SUBS,303025,OPERATE MOTOR VEHICLE OWNED BY ANOTHER KNOWING OWNER OF VEHICLE HAS NOT MAINTAINED FINANCIAL RESPONSIBILITY - 2ND/SUBS OFFENSE,303.025-007N201754
M,B,20240101,99991231,OP MV DRG PERID INOPRBLTY/STRG,303025,OWNER/NONRESIDENT OPERATE MV DURING PERIOD OF INOPERABILITY OR STORAGE,303.025-008N202454
M,B,19870701,99991231,FAIL TO RPT ACCIDENT TO DOR,303040,FAILED TO REPORT ACCIDENT TO DEPARTMENT OF REVENUE WITHIN 30/10 DAYS,303.040-001N198754
M,A,19990828,99991231,INV EVIDENC-LIABIL INSUR,303178,KNOWINGLY DISPLAY INVALID EVIDENCE OF LIABILITY INSURANCE,303.178-001N199954
M,A,19990828,99991231,INVALID INSURANCE CARD,303179,"KNOWINGLY ALTER, MAKE, SELL, MAKE AVAILABLE AN INVALID/COUNTERFEIT INSURANCE CARD",303.179-001N199954
M,B,19870701,99991231,REF SURRENDER D/L TO DOR,303330,REFUSED TO SURRENDER DRIVER LICENSE/REGISTRATION TO DEPARTMENT OF REVENUE WHEN LICENSE SUSPENDED OR REVOKED,303.330-001N198754
M,U,19870701,99991231,DW-OWNER'S REGISTRATION-SUSP/REV,303370,DRIVE MOTOR VEHICLE ON HIGHWAY WHILE OWNER'S REGISTRATION IS SUSPENDED/REVOKED PURSUANT TO CHAPTER 303,303.370-001N198754
M,A,20151231,99991231,MISREP ACCIDENT INFO DOR,303370,FORGED/MISREPRESENTED MOTOR VEHICLE ACCIDENT OR FINANCIAL RESPONSIBILTY INFORMATION TO DEPARTMENT OF REVENUE KNOWINGLY,303.370-002Y201554
M,U,19870701,99991231,DR WH DRIVER LICENSE SUSP/REV,303370,DRIVE MOTOR VEHICLE ON HIGHWAY WHILE DRIVER'S LICENSE IS SUSPENDED/REVOKED PURSUANT TO CHAPTER 303,303.370-003N198754
M,A,20151231,99991231,DISCLOSE INS INFO,303406,KNOWINGLY DISCLOSE INFORMATION RECEIVED FROM INSURANCE COMPANIES,303.406-001Y201554
M,C,19960313,99991231,WGT OF VEH EXCED LIMIT,304010,WEIGHT OF VEHICLE EXCEEDED ROAD/BRIDGE LIMIT APPROVED BY HIGHWAY AND TRANSPORTATION COMMISSION IN 2ND/3RD/4TH CLASS COUNTY,304.010-001N199654
I,,19990701,99991231,SPEED EXCEEDED BY 1-5 MPH,304010,EXCEEDED POSTED SPEED LIMIT (EXCEEDED BY 1-5 MILES PER HOUR),304.010-002N199954
M,C,19990701,99991231,SPEED EXCEEDED 6-10 MPH,304010,EXCEED POSTED SPEED LIMIT (EXCEEDED BY 6-10 MILES PER HOUR),304.010-003N199954
M,C,19990701,99991231,SPEED EXCEED 11-15 MPH,304010,EXCEED POSTED SPEED LIMIT (EXCEEDED BY 11-15 MILES PER HOUR),304.010-004N199954
M,C,19990701,99991231,SPEED EXCEED 16-19 MPH,304010,EXCEED POSTED SPEED LIMIT (EXCEEDED BY 16-19 MILES PER HOUR),304.010-005N199954
M,B,20110415,99991231,EXCEED SPEED LIMIT 20-25 MPH,304010,EXCEEDED POSTED SPEED LIMIT (EXCEEDED BY 20 - 25 MILES PER HOUR),304.010-006N201154
M,B,20110415,99991231,EXCEED SPEED LIMIT 26 MPH OR MORE,304010,EXCEEDED POSTED SPEED LIMIT (EXCEEDED BY 26 MILES PER HOUR OR MORE),304.010-007N201154
M,U,19750101,99991231,IMPEDED TRAFFIC,304011,DROVE AT SUCH SLOW SPEED TO IMPEDE/BLOCK NORMAL AND REASONABLE TRAFFIC MOVEMENT,304.011-001N197554
M,C,19960313,99991231,SPEED LESS THAN 40 ON INTERSTATE,304011,DROVE AT SPEED LESS THAN 40 MILES PER HOUR ON INTERSTATE HIGHWAY,304.011-002N199654
M,B,19950828,99991231,OPER VEH IN C & I MANNER,304012,OPERATED A MOTOR VEHICLE IN A CARELESS AND IMPRUDENT MANNER,304.012-001N199554
M,A,20200828,99991231,OPER MTR VEH CARLESS RE,304012,OPERATED A MOTOR VEHICLE IN A CARELESS AND IMPRUDENT MANNER- INVOLVING AN ACCIDENT,304.012-002N202054
M,C,19900828,99991231,UNLAWFULLY OPERATE ATV ON HIGHWAY,304013,UNLAWFULLY OPERATE ALL-TERRAIN VEHICLE UPON HIGHWAY,304.013-001N199054
M,C,19900828,99991231,UNLAWFULLY OPER ATV IN STREAM/RIVER,304013,UNLAWFULLY OPERATE ALL-TERRAIN VEHICLE WITHIN STREAM OR RIVER,304.013-002N199054
M,C,19900828,99991231,UNLAWFULLY OPER ATV ON HWY W/O LIC,304013,UNLAWFULLY OPERATE ALL-TERRAIN VEHICLE ON HIGHWAY WITHOUT OPERATOR'S OR CHAUFFEUR'S LICENSE,304.013-003N199054
